family,genus,species,accession,start_pos,end_pos
Intrasporangiaceae,Ornithinimicrobium,Ornithinimicrobium humiphilum,AJ277650,1,1306
Intrasporangiaceae,Ornithinimicrobium,Ornithinimicrobium kibberense,AY636111,1,1488
Intrasporangiaceae,Ornithinimicrobium,Ornithinimicrobium murale,FR874098,1,1437
Intrasporangiaceae,Ornithinimicrobium,Ornithinimicrobium pekingense,DQ512860,1,1396
Intrasporangiaceae,Ornithinimicrobium,Ornithinimicrobium tianjinense,JQ948045,1,1478
Flavobacteriaceae,Ornithobacterium,Ornithobacterium rhinotracheale,U87101,1,1462
Intrasporangiaceae,Oryzihumus,Oryzihumus leptocrescens,AB193172,1,1429
Intrasporangiaceae,Oryzihumus,Oryzihumus terrae,KF749263,1,1457
Intrasporangiaceae,Oryzobacter,Oryzobacter terrae,KP100643,1,1467
Oscillospiraceae,Oscillibacter,Oscillibacter ruminantium,JF750939,1,1409
Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes,AB238598,1,1453
Pasteurellaceae,Otariodibacter,Otariodibacter oris,HM626613,1,1410
Comamonadaceae,Ottowia,Ottowia beijingensis,KC755038,1,1492
Comamonadaceae,Ottowia,Ottowia pentelensis,EU518930,1,1451
Comamonadaceae,Ottowia,Ottowia thiooxydans,AJ537466,1,1525
Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis,AB125062,1,1482
Oxalobacteraceae,Oxalicibacterium,Oxalicibacterium faecigallinarum,AB469788,1,1489
Oxalobacteraceae,Oxalicibacterium,Oxalicibacterium flavum,AY061962,1,1485
Oxalobacteraceae,Oxalicibacterium,Oxalicibacterium horti,AB469786,1,1489
Oxalobacteraceae,Oxalicibacterium,Oxalicibacterium solurbis,AB008503,1,1459
Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes,U49757,1,1488
Oxalobacteraceae,Oxalobacter,Oxalobacter vibrioformis,FR733700,1,1524
Paenibacillaceae,Oxalophagus,Oxalophagus oxalicus,Y14581,1,1497
Clostridiaceae,Oxobacter,Oxobacter pfennigii,X77838,1,1496
Rhodobacteraceae,Pacificibacter,Pacificibacter marinus,GQ243422,1,1425
Rhodobacteraceae,Pacificibacter,Pacificibacter maritimus,AB558927,1,1443
Sphingomonadaceae,Pacificimonas,Pacificimonas flava,JX878395,1,1450
Alcaligenaceae,Paenalcaligenes,Paenalcaligenes hermetiae,JN873915,1,1410
Alcaligenaceae,Paenalcaligenes,Paenalcaligenes hominis,FN391024,1,1613
Alcaligenaceae,Paenalcaligenes,Paenalcaligenes suwonensis,JX217748,1,1439
Micrococcaceae,Paenarthrobacter,Paenarthrobacter aurescens,X83405,1,1515
Micrococcaceae,Paenarthrobacter,Paenarthrobacter histidinolovorans,X83406,1,1480
Micrococcaceae,Paenarthrobacter,Paenarthrobacter ilicis,X83407,1,1486
Micrococcaceae,Paenarthrobacter,Paenarthrobacter nicotinovorans,X80743,1,1468
Micrococcaceae,Paenarthrobacter,Paenarthrobacter nitroguajacolicus,AJ512504,1,1488
Micrococcaceae,Paenarthrobacter,Paenarthrobacter ureafaciens,X80744,1,1470
Paenibacillaceae,Paenibacillus,Paenibacillus abyssi,KC978082,1,1453
Paenibacillaceae,Paenibacillus,Paenibacillus aestuarii,EU570250,1,1417
Paenibacillaceae,Paenibacillus,Paenibacillus agarexedens,AJ345020,1,1513
Paenibacillaceae,Paenibacillus,Paenibacillus agaridevorans,AJ345023,1,1509
Paenibacillaceae,Paenibacillus,Paenibacillus alginolyticus,AB073362,1,1497
Paenibacillaceae,Paenibacillus,Paenibacillus algorifonticola,GQ383922,1,1519
Paenibacillaceae,Paenibacillus,Paenibacillus alkaliterrae,AY960748,1,1509
Paenibacillaceae,Paenibacillus,Paenibacillus alvei,AJ320491,1,1527
Paenibacillaceae,Paenibacillus,Paenibacillus amylolyticus,D85396,1,1508
Paenibacillaceae,Paenibacillus,Paenibacillus anaericanus,AJ318909,1,1512
Paenibacillaceae,Paenibacillus,Paenibacillus antarcticus,AJ605292,1,1510
Paenibacillaceae,Paenibacillus,Paenibacillus apiarius,AB073201,1,1531
Paenibacillaceae,Paenibacillus,Paenibacillus assamensis,AY884046,1,1466
Paenibacillaceae,Paenibacillus,Paenibacillus azoreducens,AJ272249,1,1500
Paenibacillaceae,Paenibacillus,Paenibacillus baekrokdamisoli,LC082229,1,1477
Paenibacillaceae,Paenibacillus,Paenibacillus barcinonensis,AJ716019,1,1523
Paenibacillaceae,Paenibacillus,Paenibacillus barengoltzii,AY167814,1,1339
Paenibacillaceae,Paenibacillus,Paenibacillus borealis,AJ011322,1,1540
Paenibacillaceae,Paenibacillus,Paenibacillus bovis,KM978955,1,1483
Paenibacillaceae,Paenibacillus,Paenibacillus brasilensis,AF273740,1,1384
Paenibacillaceae,Paenibacillus,Paenibacillus camelliae,EU400621,1,1470
Paenibacillaceae,Paenibacillus,Paenibacillus campinasensis,AF021924,1,1508
Paenibacillaceae,Paenibacillus,Paenibacillus castaneae,EU099594,1,1549
Paenibacillaceae,Paenibacillus,Paenibacillus catalpae,HQ657320,1,1509
Paenibacillaceae,Paenibacillus,Paenibacillus cathormii,AB979873,1,1428
Paenibacillaceae,Paenibacillus,Paenibacillus cavernae,LN852381,1,1431
Paenibacillaceae,Paenibacillus,Paenibacillus cellulosilyticus,DQ407282,1,1546
Paenibacillaceae,Paenibacillus,Paenibacillus cellulositrophicus,FJ178001,1,1454
Paenibacillaceae,Paenibacillus,Paenibacillus chartarius,FN689718,1,1407
Paenibacillaceae,Paenibacillus,Paenibacillus chibensis,AB073194,1,1505
Paenibacillaceae,Paenibacillus,Paenibacillus chinjuensis,AF164345,1,1488
Paenibacillaceae,Paenibacillus,Paenibacillus chitinolyticus,AB045100,1,1485
Paenibacillaceae,Paenibacillus,Paenibacillus chondroitinus,D82064,1,1417
Paenibacillaceae,Paenibacillus,Paenibacillus chungangensis,GU187432,1,1469
Paenibacillaceae,Paenibacillus,Paenibacillus cineris,AJ575658,1,1505
Paenibacillaceae,Paenibacillus,Paenibacillus contaminans,EF626690,1,1472
Paenibacillaceae,Paenibacillus,Paenibacillus cookii,AJ250317,1,1495
Paenibacillaceae,Paenibacillus,Paenibacillus curdlanolyticus,AB073202,1,1531
Paenibacillaceae,Paenibacillus,Paenibacillus daejeonensis,AF290916,1,1465
Paenibacillaceae,Paenibacillus,Paenibacillus darwinianus,KF264455,1,1412
Paenibacillaceae,Paenibacillus,Paenibacillus dauci,KM243342,1,1518
Paenibacillaceae,Paenibacillus,Paenibacillus dendritiformis,AY359885,1,1471
Paenibacillaceae,Paenibacillus,Paenibacillus dongdonensis,KF425513,1,1369
Paenibacillaceae,Paenibacillus,Paenibacillus durus,X77846,1,1455
Paenibacillaceae,Paenibacillus,Paenibacillus edaphicus,AF006076,1,1452
Paenibacillaceae,Paenibacillus,Paenibacillus ehimensis,AY116665,1,1452
Paenibacillaceae,Paenibacillus,Paenibacillus elgii,AY090110,1,1471
Paenibacillaceae,Paenibacillus,Paenibacillus endophyticus,KC447384,1,1482
Paenibacillaceae,Paenibacillus,Paenibacillus etheri,KC625558,1,1335
Paenibacillaceae,Paenibacillus,Paenibacillus faecis,HM212646,1,1496
Paenibacillaceae,Paenibacillus,Paenibacillus favisporus,AY208751,1,1547
Paenibacillaceae,Paenibacillus,Paenibacillus ferrarius,KF925453,1,1505
Paenibacillaceae,Paenibacillus,Paenibacillus filicis,GQ423055,1,1467
Paenibacillaceae,Paenibacillus,Paenibacillus fonticola,DQ453131,1,1464
Paenibacillaceae,Paenibacillus,Paenibacillus forsythiae,DQ338443,1,1519
Paenibacillaceae,Paenibacillus,Paenibacillus frigoriresistens,JQ314346,1,1484
Paenibacillaceae,Paenibacillus,Paenibacillus gansuensis,AY839866,1,1529
Paenibacillaceae,Paenibacillus,Paenibacillus gelatinilyticus,KP231650,1,1470
Paenibacillaceae,Paenibacillus,Paenibacillus ginsengarvi,AB271057,1,1469
Paenibacillaceae,Paenibacillus,Paenibacillus ginsengihumi,EF452662,1,1512
Paenibacillaceae,Paenibacillus,Paenibacillus glacialis,EU815294,1,1499
Paenibacillaceae,Paenibacillus,Paenibacillus glucanolyticus,AB073189,1,1535
Paenibacillaceae,Paenibacillus,Paenibacillus glycanilyticus,AB042938,1,1462
Paenibacillaceae,Paenibacillus,Paenibacillus graminis,AJ223987,1,1437
Paenibacillaceae,Paenibacillus,Paenibacillus granivorans,AF237682,1,1483
Paenibacillaceae,Paenibacillus,Paenibacillus guangzhouensis,KJ000691,1,1507
Paenibacillaceae,Paenibacillus,Paenibacillus harenae,AY839867,1,1523
Paenibacillaceae,Paenibacillus,Paenibacillus hemerocallicola,JQ723718,1,1467
Paenibacillaceae,Paenibacillus,Paenibacillus hodogayensis,AB179866,1,1488
Paenibacillaceae,Paenibacillus,Paenibacillus hordei,HQ833590,1,1474
Paenibacillaceae,Paenibacillus,Paenibacillus humicus,AM411528,1,1503
Paenibacillaceae,Paenibacillus,Paenibacillus hunanensis,EU741036,1,1514
Paenibacillaceae,Paenibacillus,Paenibacillus illinoisensis,AB073192,1,1502
Paenibacillaceae,Paenibacillus,Paenibacillus jamilae,AJ271157,1,1538
Paenibacillaceae,Paenibacillus,Paenibacillus jilunlii,GQ985393,1,1467
Paenibacillaceae,Paenibacillus,Paenibacillus kobensis,AB073363,1,1503
Paenibacillaceae,Paenibacillus,Paenibacillus koleovorans,AB041720,1,1363
Paenibacillaceae,Paenibacillus,Paenibacillus konsidensis,EU081509,1,1450
Paenibacillaceae,Paenibacillus,Paenibacillus koreensis,AF130254,1,1536
Paenibacillaceae,Paenibacillus,Paenibacillus kribbensis,AF391123,1,1511
Paenibacillaceae,Paenibacillus,Paenibacillus kyungheensis,KF793934,1,1444
Paenibacillaceae,Paenibacillus,Paenibacillus lactis,AY257868,1,1508
Paenibacillaceae,Paenibacillus,Paenibacillus larvae,AY530294,1,1515
Paenibacillaceae,Paenibacillus,Paenibacillus lautus,AB073188,1,1505
Paenibacillaceae,Paenibacillus,Paenibacillus lemnae,AB819817,1,1509
Paenibacillaceae,Paenibacillus,Paenibacillus lentimorbus,AB073199,1,1512
Paenibacillaceae,Paenibacillus,Paenibacillus lentus,KC800716,1,1544
Paenibacillaceae,Paenibacillus,Paenibacillus lupini,KF769449,1,1507
Paenibacillaceae,Paenibacillus,Paenibacillus macerans,AB073196,1,1504
Paenibacillaceae,Paenibacillus,Paenibacillus macquariensis subsp. defensor,AB360546,1,1550
Paenibacillaceae,Paenibacillus,Paenibacillus macquariensis subsp. macquariensis,X60625,7,1431
Paenibacillaceae,Paenibacillus,Paenibacillus marchantiophytorum,KP056549,1,1505
Paenibacillaceae,Paenibacillus,Paenibacillus marinisediminis,JF748731,1,1482
Paenibacillaceae,Paenibacillus,Paenibacillus massiliensis,AY323608,1,1502
Paenibacillaceae,Paenibacillus,Paenibacillus medicaginis,KF974436,1,1544
Paenibacillaceae,Paenibacillus,Paenibacillus mendelii,AF537343,1,1543
Paenibacillaceae,Paenibacillus,Paenibacillus montaniterrae,AB295646,1,1466
Paenibacillaceae,Paenibacillus,Paenibacillus motobuensis,AY741810,1,1481
Paenibacillaceae,Paenibacillus,Paenibacillus mucilaginosus,AF006077,1,1405
Paenibacillaceae,Paenibacillus,Paenibacillus nanensis,AB265206,1,1460
Paenibacillaceae,Paenibacillus,Paenibacillus naphthalenovorans,AF353681,1,1551
Paenibacillaceae,Paenibacillus,Paenibacillus nasutitermitis,KR611320,1,1519
Paenibacillaceae,Paenibacillus,Paenibacillus nematophilus,AF480935,1,1532
Paenibacillaceae,Paenibacillus,Paenibacillus nicotianae,KJ792471,1,1570
Paenibacillaceae,Paenibacillus,Paenibacillus oceanisediminis,JF811909,1,1474
Paenibacillaceae,Paenibacillus,Paenibacillus odorifer,AJ223990,1,1438
Paenibacillaceae,Paenibacillus,Paenibacillus oenotherae,KF900218,1,1485
Paenibacillaceae,Paenibacillus,Paenibacillus pabuli,AB045094,1,1500
Paenibacillaceae,Paenibacillus,Paenibacillus panacisoli,AB245384,1,1487
Paenibacillaceae,Paenibacillus,Paenibacillus panaciterrae,KJ653225,1,1465
Paenibacillaceae,Paenibacillus,Paenibacillus pasadenensis,AY167820,1,1339
Paenibacillaceae,Paenibacillus,Paenibacillus pectinilyticus,EU391157,1,1402
Paenibacillaceae,Paenibacillus,Paenibacillus peoriae,AJ320494,1,1501
Paenibacillaceae,Paenibacillus,Paenibacillus periandrae,KT257095,1,1476
Paenibacillaceae,Paenibacillus,Paenibacillus phoenicis,EU977789,1,1465
Paenibacillaceae,Paenibacillus,Paenibacillus phyllosphaerae,AY598818,1,1543
Paenibacillaceae,Paenibacillus,Paenibacillus physcomitrellae,KP334123,1,1519
Paenibacillaceae,Paenibacillus,Paenibacillus pini,GQ423056,1,1477
Paenibacillaceae,Paenibacillus,Paenibacillus pinihumi,GQ423057,1,1474
Paenibacillaceae,Paenibacillus,Paenibacillus pinisoli,KC415175,1,1487
Paenibacillaceae,Paenibacillus,Paenibacillus pocheonensis,AB245386,1,1487
Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa,D16276,1,1491
Paenibacillaceae,Paenibacillus,Paenibacillus popilliae,AB073198,1,1503
Paenibacillaceae,Paenibacillus,Paenibacillus profundus,AB712351,1,1515
Paenibacillaceae,Paenibacillus,Paenibacillus prosopidis,FJ820995,1,1493
Paenibacillaceae,Paenibacillus,Paenibacillus provencensis,EF212893,1,1457
Paenibacillaceae,Paenibacillus,Paenibacillus pueri,EU391156,1,1456
Paenibacillaceae,Paenibacillus,Paenibacillus puldeungensis,GU187433,1,1409
Paenibacillaceae,Paenibacillus,Paenibacillus purispatii,EU888513,1,1318
Paenibacillaceae,Paenibacillus,Paenibacillus qingshengii,KP027419,1,1477
Paenibacillaceae,Paenibacillus,Paenibacillus quercus,JX409872,1,1546
Paenibacillaceae,Paenibacillus,Paenibacillus radicis,KR610523,1,1434
Paenibacillaceae,Paenibacillus,Paenibacillus relictisesami,AB567661,1,1514
Paenibacillaceae,Paenibacillus,Paenibacillus residui,FN293173,1,1474
Paenibacillaceae,Paenibacillus,Paenibacillus rhizoryzae,KP675984,1,1509
Paenibacillaceae,Paenibacillus,Paenibacillus rhizosphaerae,AY751754,1,1547
Paenibacillaceae,Paenibacillus,Paenibacillus rigui,EU939688,1,1453
Paenibacillaceae,Paenibacillus,Paenibacillus riograndensis,EU257201,1,1506
Paenibacillaceae,Paenibacillus,Paenibacillus ripae,KP076219,1,1522
Paenibacillaceae,Paenibacillus,Paenibacillus sabinae,DQ338444,1,1519
Paenibacillaceae,Paenibacillus,Paenibacillus sacheonensis,GU124597,1,1405
Paenibacillaceae,Paenibacillus,Paenibacillus sanguinis,AY323609,1,1475
Paenibacillaceae,Paenibacillus,Paenibacillus sediminis,GQ355277,1,1452
Paenibacillaceae,Paenibacillus,Paenibacillus selenii,KF923806,1,1513
Paenibacillaceae,Paenibacillus,Paenibacillus selenitireducens,KC815539,1,1470
Paenibacillaceae,Paenibacillus,Paenibacillus senegalensis,JF824808,1,1434
Paenibacillaceae,Paenibacillus,Paenibacillus septentrionalis,AB295647,1,1504
Paenibacillaceae,Paenibacillus,Paenibacillus sepulcri,DQ291142,1,1542
Paenibacillaceae,Paenibacillus,Paenibacillus shenyangensis,KF834270,1,1471
Paenibacillaceae,Paenibacillus,Paenibacillus shirakamiensis,AB769168,1,1477
Paenibacillaceae,Paenibacillus,Paenibacillus siamensis,AB295645,1,1464
Paenibacillaceae,Paenibacillus,Paenibacillus soli,DQ309072,1,1486
Paenibacillaceae,Paenibacillus,Paenibacillus sonchi,DQ358736,1,1516
Paenibacillaceae,Paenibacillus,Paenibacillus sophorae,GQ985395,1,1463
Paenibacillaceae,Paenibacillus,Paenibacillus sputi,FN394513,1,1457
Paenibacillaceae,Paenibacillus,Paenibacillus stellifer,AJ316013,1,1519
Paenibacillaceae,Paenibacillus,Paenibacillus susongensis,KJ101448,1,1469
Paenibacillaceae,Paenibacillus,Paenibacillus swuensis,JQ958374,1,1492
Paenibacillaceae,Paenibacillus,Paenibacillus taichungensis,EU179327,1,1495
Paenibacillaceae,Paenibacillus,Paenibacillus taihuensis,JQ398861,1,1509
Paenibacillaceae,Paenibacillus,Paenibacillus taiwanensis,DQ890521,1,1537
Paenibacillaceae,Paenibacillus,Paenibacillus tarimensis,EF125184,1,1456
Paenibacillaceae,Paenibacillus,Paenibacillus telluris,HQ257247,1,1484
Paenibacillaceae,Paenibacillus,Paenibacillus terrae,AF391124,1,1513
Paenibacillaceae,Paenibacillus,Paenibacillus terreus,KF479658,1,1516
Paenibacillaceae,Paenibacillus,Paenibacillus terrigena,AB248087,1,1487
Paenibacillaceae,Paenibacillus,Paenibacillus thailandensis,AB265205,1,1485
Paenibacillaceae,Paenibacillus,Paenibacillus thermoaerophilus,AB738878,1,1474
Paenibacillaceae,Paenibacillus,Paenibacillus thermophilus,JQ824133,1,1464
Paenibacillaceae,Paenibacillus,Paenibacillus thiaminolyticus,AB073197,1,1502
Paenibacillaceae,Paenibacillus,Paenibacillus tianmuensis,FJ719490,1,1554
Paenibacillaceae,Paenibacillus,Paenibacillus tibetensis,KM522843,1,1474
Paenibacillaceae,Paenibacillus,Paenibacillus timonensis,AY323612,1,1541
Paenibacillaceae,Paenibacillus,Paenibacillus tundrae,EU558284,1,1514
Paenibacillaceae,Paenibacillus,Paenibacillus turicensis,AF378694,1,1549
Paenibacillaceae,Paenibacillus,Paenibacillus typhae,JN256679,1,1509
Paenibacillaceae,Paenibacillus,Paenibacillus uliginis,FN556467,1,1510
Paenibacillaceae,Paenibacillus,Paenibacillus urinalis,EF212892,1,1403
Paenibacillaceae,Paenibacillus,Paenibacillus validus,AB073203,1,1487
Paenibacillaceae,Paenibacillus,Paenibacillus vini,KJ005124,1,1459
Paenibacillaceae,Paenibacillus,Paenibacillus vulneris,HE649498,1,1449
Paenibacillaceae,Paenibacillus,Paenibacillus wenxiniae,KP212687,1,1442
Paenibacillaceae,Paenibacillus,Paenibacillus wooponensis,EU939687,1,1432
Paenibacillaceae,Paenibacillus,Paenibacillus woosongensis,AY847463,1,1511
Paenibacillaceae,Paenibacillus,Paenibacillus wulumuqiensis,KM243343,1,1523
Paenibacillaceae,Paenibacillus,Paenibacillus wynnii,AJ633647,1,1526
Paenibacillaceae,Paenibacillus,Paenibacillus xanthinilyticus,JX089326,1,1480
Paenibacillaceae,Paenibacillus,Paenibacillus xinjiangensis,AY839868,1,1521
Paenibacillaceae,Paenibacillus,Paenibacillus xylanexedens,EU558281,1,1514
Paenibacillaceae,Paenibacillus,Paenibacillus xylanilyticus,AY427832,1,1546
Paenibacillaceae,Paenibacillus,Paenibacillus xylanisolvens,AB495094,1,1469
Paenibacillaceae,Paenibacillus,Paenibacillus yunnanensis,KJ914577,1,1533
Paenibacillaceae,Paenibacillus,Paenibacillus zanthoxyli,DQ471303,1,1519
Paenibacillaceae,Paenibacillus,Paenibacillus zeae,KP965581,1,1518
Clostridiaceae,Paeniclostridium,Paeniclostridium ghonii,X73451,1,1501
Clostridiaceae,Paeniclostridium,Paeniclostridium sordellii,AB075771,1,1461
Micrococcaceae,Paeniglutamicibacter,Paeniglutamicibacter antarcticus,AM931709,1,1519
Micrococcaceae,Paeniglutamicibacter,Paeniglutamicibacter cryotolerans,GQ406812,1,1364
Micrococcaceae,Paeniglutamicibacter,Paeniglutamicibacter gangotriensis,AJ606061,1,1454
Micrococcaceae,Paeniglutamicibacter,Paeniglutamicibacter kerguelensis,AJ606062,1,1482
Micrococcaceae,Paeniglutamicibacter,Paeniglutamicibacter psychrophenolicus,AJ616763,1,1501
Micrococcaceae,Paeniglutamicibacter,Paeniglutamicibacter sulfureus,X83409,1,1478
Rhodobacteraceae,Paenirhodobacter,Paenirhodobacter enshiensis,JN797511,1,1428
Planococcaceae,Paenisporosarcina,Paenisporosarcina antarctica,EF154512,1,1446
Planococcaceae,Paenisporosarcina,Paenisporosarcina indica,FN397659,1,1518
Planococcaceae,Paenisporosarcina,Paenisporosarcina macmurdoensis,AJ514408,1,1483
Planococcaceae,Paenisporosarcina,Paenisporosarcina quisquiliarum,DQ333897,1,1460
Brucellaceae,Paenochrobactrum,Paenochrobactrum gallinarii,FN391023,1,1345
Brucellaceae,Paenochrobactrum,Paenochrobactrum glaciei,AB369864,1,1477
Brucellaceae,Paenochrobactrum,Paenochrobactrum pullorum,KC494696,1,1389
Thermococcaceae,Palaeococcus,Palaeococcus ferrophilus,AB019239,1,1409
Thermococcaceae,Palaeococcus,Palaeococcus helgesonii,AY134472,1,1438
Thermococcaceae,Palaeococcus,Palaeococcus pacificus,HQ696462,1,1446
Rhodobacteraceae,Palleronia,Palleronia abyssalis,KJ638253,1,1340
Rhodobacteraceae,Palleronia,Palleronia marisminoris,AY926462,1,1351
Rhodobacteraceae,Palleronia,Palleronia soli,KP064190,1,1447
Porphyromonadaceae,Paludibacter,Paludibacter jiangxiensis,GQ911566,1,1469
Porphyromonadaceae,Paludibacter,Paludibacter propionicigenes,AB078842,1,1447
Chromobacteriaceae,Paludibacterium,Paludibacterium paludis,HE981224,1,1443
Chromobacteriaceae,Paludibacterium,Paludibacterium yongneupense,AM396358,1,1420
Unclassified Acidobacteria,Paludibaculum,Paludibaculum fermentans,KJ461654,1,1413
Isosphaeraceae,Paludisphaera,Paludisphaera borealis,KF467528,1,1503
Lysobacteraceae,Panacagrimonas,Panacagrimonas perspica,AB257720,1,1477
Burkholderiaceae,Pandoraea,Pandoraea apista,AF139173,1,1485
Burkholderiaceae,Pandoraea,Pandoraea faecigallinarum,AB510957,1,1376
Burkholderiaceae,Pandoraea,Pandoraea norimbergensis,Y09879,1,1504
Burkholderiaceae,Pandoraea,Pandoraea oxalativorans,AB469785,1,1375
Burkholderiaceae,Pandoraea,Pandoraea pnomenusa,AY268170,1,1461
Burkholderiaceae,Pandoraea,Pandoraea pulmonicola,AF139175,1,1485
Burkholderiaceae,Pandoraea,Pandoraea sputorum,AF139176,1,1485
Burkholderiaceae,Pandoraea,Pandoraea thiooxydans,EF397578,1,1410
Burkholderiaceae,Pandoraea,Pandoraea vervacti,AB510956,1,1378
Rhodobacteraceae,Pannonibacter,Pannonibacter indicus,EF608175,1,1405
Rhodobacteraceae,Pannonibacter,Pannonibacter phragmitetus,AJ400704,1,1475
Oscillatoriales,Pantanalinema,Pantanalinema rosaneae,KF246483,1,1459
Enterobacteriaceae,Pantoea,Pantoea agglomerans,AJ233423,1,1473
Enterobacteriaceae,Pantoea,Pantoea allii,AY530795,1,1533
Enterobacteriaceae,Pantoea,Pantoea ananatis,U80196,1,1455
Enterobacteriaceae,Pantoea,Pantoea anthophila,EF688010,1,1432
Enterobacteriaceae,Pantoea,Pantoea brenneri,EU216735,1,1344
Enterobacteriaceae,Pantoea,Pantoea calida,GQ367478,1,1495
Enterobacteriaceae,Pantoea,Pantoea coffeiphila,KJ427829,1,1453
Enterobacteriaceae,Pantoea,Pantoea conspicua,EU216737,1,1344
Enterobacteriaceae,Pantoea,Pantoea cypripedii,AJ233413,1,1495
Enterobacteriaceae,Pantoea,Pantoea deleyi,EF688011,1,1443
Enterobacteriaceae,Pantoea,Pantoea dispersa,DQ504305,1,1347
Enterobacteriaceae,Pantoea,Pantoea eucalypti,EF688009,1,1348
Enterobacteriaceae,Pantoea,Pantoea eucrina,EU216736,1,1344
Enterobacteriaceae,Pantoea,Pantoea gaviniae,GQ367483,1,1494
Enterobacteriaceae,Pantoea,Pantoea intestinalis,KP326384,1,1502
Enterobacteriaceae,Pantoea,Pantoea rodasii,JF295053,1,1344
Enterobacteriaceae,Pantoea,Pantoea rwandensis,JF295055,1,1344
Enterobacteriaceae,Pantoea,Pantoea septica,EU216734,1,1344
Enterobacteriaceae,Pantoea,Pantoea stewartii subsp. stewartii,U80208,1,1456
Enterobacteriaceae,Pantoea,Pantoea theicola,AB907776,1,1494
Enterobacteriaceae,Pantoea,Pantoea vagans,EF688012,1,1429
Enterobacteriaceae,Pantoea,Pantoea wallisii,JF295057,1,1344
Ruminococcaceae,Papillibacter,Papillibacter cinnamivorans,AF167711,1,1491
Porphyromonadaceae,Parabacteroides,Parabacteroides chartae,JN029805,1,1481
Porphyromonadaceae,Parabacteroides,Parabacteroides chinchillae,AB574482,1,1489
Porphyromonadaceae,Parabacteroides,Parabacteroides distasonis,AB238922,1,1488
Porphyromonadaceae,Parabacteroides,Parabacteroides faecis,AB739697,1,1442
Porphyromonadaceae,Parabacteroides,Parabacteroides goldsteinii,AY974070,1,1396
Porphyromonadaceae,Parabacteroides,Parabacteroides gordonii,AB470343,1,1485
Porphyromonadaceae,Parabacteroides,Parabacteroides johnsonii,AB261128,1,1492
Porphyromonadaceae,Parabacteroides,Parabacteroides merdae,AB238928,1,1492
Sphingomonadaceae,Parablastomonas,Parablastomonas arctica,KC759680,1,1397
Burkholderiaceae,Paraburkholderia,Paraburkholderia andropogonis,JX986957,1,1483
Burkholderiaceae,Paraburkholderia,Paraburkholderia bannensis,AB561874,1,1526
Burkholderiaceae,Paraburkholderia,Paraburkholderia bryophila,AM489501,1,1484
Burkholderiaceae,Paraburkholderia,Paraburkholderia caledonica,AF215704,1,1476
Burkholderiaceae,Paraburkholderia,Paraburkholderia caribensis,Y17009,1,1432
Burkholderiaceae,Paraburkholderia,Paraburkholderia caryophylli,AB021423,1,1448
Burkholderiaceae,Paraburkholderia,Paraburkholderia denitrificans,GU171384,1,1416
Burkholderiaceae,Paraburkholderia,Paraburkholderia diazotrophica,HM366717,1,1402
Burkholderiaceae,Paraburkholderia,Paraburkholderia dilworthii,HQ698908,1,1507
Burkholderiaceae,Paraburkholderia,Paraburkholderia eburnea,JQ692176,1,1446
Burkholderiaceae,Paraburkholderia,Paraburkholderia endofungorum,AM420302,1,1527
Burkholderiaceae,Paraburkholderia,Paraburkholderia ferrariae,DQ514537,1,1523
Burkholderiaceae,Paraburkholderia,Paraburkholderia fungorum,AF215705,1,1472
Burkholderiaceae,Paraburkholderia,Paraburkholderia ginsengisoli,AB201286,1,1462
Burkholderiaceae,Paraburkholderia,Paraburkholderia glathei,U96935,1,1606
Burkholderiaceae,Paraburkholderia,Paraburkholderia graminis,U96939,1,1600
Burkholderiaceae,Paraburkholderia,Paraburkholderia grimmiae,JN256678,1,1492
Burkholderiaceae,Paraburkholderia,Paraburkholderia heleia,AB495123,1,1393
Burkholderiaceae,Paraburkholderia,Paraburkholderia hospita,AY040365,1,1484
Burkholderiaceae,Paraburkholderia,Paraburkholderia humi,AY949193,1,1388
Burkholderiaceae,Paraburkholderia,Paraburkholderia kururiensis,AB024310,1,1461
Burkholderiaceae,Paraburkholderia,Paraburkholderia megapolitana,AM489502,1,1483
Burkholderiaceae,Paraburkholderia,Paraburkholderia mimosarum,AY752958,1,1439
Burkholderiaceae,Paraburkholderia,Paraburkholderia nodosa,AY773189,1,1500
Burkholderiaceae,Paraburkholderia,Paraburkholderia oxyphila,AB488693,1,1455
Burkholderiaceae,Paraburkholderia,Paraburkholderia phenazinium,U96936,1,1522
Burkholderiaceae,Paraburkholderia,Paraburkholderia phenoliruptrix,AY435213,1,1485
Burkholderiaceae,Paraburkholderia,Paraburkholderia phymatum,AJ302312,1,1435
Burkholderiaceae,Paraburkholderia,Paraburkholderia phytofirmans,AY497470,1,1488
Burkholderiaceae,Paraburkholderia,Paraburkholderia rhizoxinica,AJ938142,1,1525
Burkholderiaceae,Paraburkholderia,Paraburkholderia sabiae,AY773186,1,1483
Burkholderiaceae,Paraburkholderia,Paraburkholderia sacchari,AF263278,1,1523
Burkholderiaceae,Paraburkholderia,Paraburkholderia sartisoli,AF061872,1,1347
Burkholderiaceae,Paraburkholderia,Paraburkholderia sediminicola,EU035613,1,1473
